ethnicLabel,Freebase
Chinese people in the Republic of Congo,/m/012sq6l9
Yemenis in Pakistan,/m/012nkysh
Serbs in South Africa,/m/012hpkw6
Bafumbira,/m/012r3jms
Baruuli,/m/012pprjw
Coptic American,/m/012zvbqt
Moroccan Jews in Israel,/m/012wlb55
Venezuelan Australian,/m/012hcwss
Copts in Australia,/m/012zv4m1
Banyala,/m/012q5m6l
Emirati Australian,/m/012bzv0s
Coptic Canadian,/m/012zr7c8
Austrian Canadians,/m/012vy1y4
South African Canadians,/m/012w4sbc
Muthi Muthi,/m/0134jglh
Matapeake tribe,/m/013341_8
Ozinie tribe,/m/0133mv4h
Iraqi Jews in Israel,/m/012whn4k
Kurdish Jews in Israel,/m/012wq9fl
Filipinos in the New York City metropolitan region,/m/012c8lsn
Ayam (people),/m/01370h5h
Indians in the New York City metropolitan region,/m/012hsgfv
Indo-Mongoloid people of Assam,/m/012vxq70
Aigosages,/m/0134dttr
Kamrupi people,/m/012hdtxj
Iraqis in Germany,/m/01318myj
Lebanese people in Cyprus,/m/012whntc
Mexican Kickapoo,/m/012nkz_h
Copts in Libya,/m/012zrj47
Copts in Sudan,/m/012zv0j8
Czechs in France,/m/0131vh_t
Punjabi Muslim,/m/012z2tbb
Pathans of Tamil Nadu,/m/012vtghd
Phatak,/m/012rcvbx
History of the Jews in Paraguay,/m/0136znqg
Waawa,/m/01371_2_
Peruvians in France,/m/010rhhj5
Polish Paraguayan,/m/0138ggfr
Palestinian Salvadoran,/m/0138ndt3
South African Jews in Israel,/m/012z3f__
Turkish Jews in Israel,/m/012wn9fq
Yemenite Jews in Israel,/m/012z2nvs
Chinese people in Malawi,/m/013db_5f
Armenian-Dutch,/m/0cjxgf
Arroni,/m/0c3tk51
Myangad,/m/0w1ff3m
Circassians in Iran,/m/0134tqsf
Afro-Surinamese,/m/0h1fqf2
African-Americans in Ghana,/m/0138td61
Icelandic Brazilian,/m/012k_07p
Serbian Brazilian,/m/012hrd35
White Tanzanians,/m/012hf32c
Blacks in Liverpool,/m/012w_95c
Circassians in Egypt,/m/0138msgz
Serbs in Norway,/m/012hpgk_
Arabs in Denmark,/m/0zb_y06
Chinese people in Zimbabwe,/m/013dgd5_
Klingalese,/m/0138g9r_
Pomaks in Turkey,/m/012m5sl2
Americans in the United Arab Emirates,/m/013dc2mt
Gigyani,/m/0134vvv9
Chumash people,/m/0m_71
Lamba people,/m/0131y41n
Lohja,/m/012hpmlb
Delaware Tribe of Indians,/m/076t9jq
Tongans,/m/0134ct91
Dwe'e people,/m/04zgdz
Acjachemen,/m/026603f
El Hugeirat people,/m/0cl_53
Q30743843,/m/0dhsfy
Chinese Americans in New York City,/m/0_lc6ny
Bonerate people,/m/0nb7r4n
Bajju people,/m/02hx4rt
Tejano,/m/0166vx
Bundjalung,/m/047scfc
Swiss Chilean,/m/05c45_m
quadroon,/m/021vzt
Katzie,/m/011b5xjm
Kaurna people,/m/02vtfs
Miniconjou,/m/0c9_3z
Kaxinawá people,/m/0hr6_lr
Kaytetye people,/m/026062j
Kel Ahaggar,/m/09x83r
Qemant people,/m/069qz5
Khassonké people,/m/071589
Khoshut,/m/05nc2j
Nanticoke,/m/07zz1j
Kissi people,/m/03mbn_z
Asia Minor Slavs,/m/0ds4jtl
Lithuanian American,/m/0ffkb4
Kurdish Jews,/m/08x810
Israeli Jews,/m/064rb5l
Surma people,/m/026700k
Piro Pueblos,/m/039915
Kogui people,/m/0h3g2z
Picentes,/m/03qndmg
Ponca,/m/0513v1
Tsetsaut,/m/010f8t00
Nicola Athapaskans,/m/04ggc4y
Coast Salish peoples,/m/02qlt0r
Tutelo people,/m/0ds2cw
Tupinambá,/m/09v6n3p
Swahili culture,/m/0h0kxf
Moriori people,/m/01rt6_
Mandailing people,/m/0dzpgz
Saramaka,/m/04gjv6
Lovari,/m/0g9dsc
Giriama people,/m/08fd24
Antandroy,/m/0fq0__s
Chenouas,/m/069p53
Knanaya,/m/05b3_r
Quinnipiac,/m/02mvpb
Miccosukee,/m/08mwp7
Nara people,/m/0gnrs1
Qulla people,/m/0gmc6wt
Thembu tribe,/m/03ckzr
Kololo tribe,/m/07cd5w
Romanichal,/m/09cqth
Nsenga,/m/07g6h0
Norwegian and Swedish Travellers,/m/027l28s
Kore people,/m/026gxlm
Venda people,/m/04y5p9q
Ulichs,/m/0491cg
Pocomtuc,/m/08j0_k
Tolowa people,/m/025syq_
Carantanians,/m/02vvqt
Burtas,/m/055b8w
Upper Skagit tribe,/m/02qgrp_
Cueva people,/m/0bb6mm
Tequesta,/m/04rpxy
Urums,/m/025x9jp
Tribes of Arabia,/m/0bgjpq
Ukrainian Americans,/m/0ffjvd
Mastia,/m/0fqq371
Walla Walla people,/m/01x368
Kryashens,/m/03cd0rz
Turks of Romania,/m/0261knc
Iramba people,/m/0gcymg
Irulas,/m/09wjt8
Chinese people in Burma,/m/04m80w
Thổ people,/m/06sc5_
Peoria tribe,/m/0315lf
Stieng people,/m/03bzxsm
Mnong people,/m/0g1bkk
Lu people,/m/03cfmc5
Bora people,/m/0261rx_
Kalapalo people,/m/04_0gbp
Macushi people,/m/094nnp
Tucano people,/m/0g9b_y
Maxakali,/m/010ltt5n
Trumai people,/m/02phxhf
Ngalop,/m/0546k_
Tsimihety people,/m/09v3t3
Palus people,/m/03qfx0
Kapampangan people,/m/07gzw5
Ilocano people,/m/086wp0
Arevaci,/m/02vz7qy
Amahuaca,/m/0260fg7
Mehinako people,/m/063__x7
Siberian Cossacks,/m/027tvzh
Maidu,/m/02s_b9
Limba people,/m/0fzt66
Dalmatian Italians,/m/0289z8v
Yawalapiti,/m/02x254f
Armenians in Spain,/m/04ljppy
Armenians in Crimea,/m/07scb93
Armenians in the Baltic states,/m/0hzqlnp
Armenians in Singapore,/m/011bq8xy
Armenians in Malta,/m/0cc7c49
Armenians in Ukraine,/m/0283lhp
Lebanese Australian,/m/09bnb8
Indonesians in Saudi Arabia,/m/043rlp_
Achomi people,/m/064pk7b
Circassians in Iraq,/m/0t550fh
Palestinians in Syria,/m/011c7w04
Fon people,/m/02phfn
Greenlandic people in Denmark,/m/0_gxc86
Mangaloreans,/m/0520604
Mekan people,/m/0cy_g7
Sinyar people,/m/0d1kk7
Israeli Americans,/m/04ydrsn
Pasi,/m/07k77pj
Gorontaloan people,/m/0tkgb88
Singkil people,/m/0125gyf_
Croats of Boka Kotorska,/m/026rghb
Bosniaks of Serbia,/m/02715td
Dasamongueponke,/m/0gls94c
Asian Mexicans,/m/01258zkt
Marwari people,/m/04k02l
German immigration to Guatemala,/m/012817_8
Shresthas,/m/0120xzrp
Bangladeshis in Italy,/m/01265d02
Kanyakumari Brahmins,/m/01265b9z
Pochury Naga,/m/011v7pwm
Masikoro,/m/01250_hr
Zimbabwean Canadians,/m/0123r5dw
Syrians in Lebanon,/m/011q3z09
Takua people,/m/010xd8k1
Ratelgat,/m/0125ybwm
Yazidis in Germany,/m/0124t3zw
Kurds in Finland,/m/0127xnms
Moluccans,/m/0k7t83h
Peruvians in Italy,/m/011q34vl
Mbangala,/m/07lm6j
Wergaia people,/m/0h51rtl
Khushk,/m/0ch1thc
Gcaleka people,/m/0cc52m0
Poles in Azerbaijan,/m/0h96rkt
Syrian Brazilians,/m/047bgmh
Sindhi Hindu,/m/0kbjjwt
Algerian French,/m/011l6z8n
Sefwi,/m/0glrm9l
Boruca,/m/027ksy2
